skin_id,name,champion,rarity_type,skin_lore,cost,has_chroma,release_date
81033,Faerie Court Ezreal,Ezreal,5,"Though he is a lord of the Summer Court, Ezreal would much rather be investigating ancient magical history than putting up with all the political drama. When his research reveals something curious about the Faerie queen's line of succession, however, Ezreal discovers that someone may have placed Karma upon the throne for their own purposes…",1350 RP,False,2023-03-23
81043,HEARTSTEEL Ezreal,Ezreal,5,"After a manufactured one-hit wonder launched Ezreal into the spotlight, only for him to fall out of it again when the album got panned, Ezreal decided it was time he took some creative control back. Now, having left his old label and lending what star power he has to HEARTSTEEL, Ezreal has found musicians and friends he's ready to make a comeback with.",1350 RP,False,2023-11-08
81044,Heavenscale Ezreal,Ezreal,5,"Wherever chaos is sown, dragons across the kingdom know to listen for Ezreal's mischievous laughter. His japes are harmless, but don't let that merry spirit fool you: he is a shrewd royal scout alongside Kai'Sa who has braved many adventures between bouts of pranking. Dressing up like a human to go party? Now that sounds like his idea of a good time.",1350 RP,True,2024-02-07
81054,Prestige Heavenscale Ezreal,Ezreal,3,"Ezreal's gilded gala garb is fit for royalty. Adorned in hand-crafted scales and crystal horns, this tastemaker came to the party with a mission: ring in the New Year not just with a bang, but a roar.",,False,2024-02-07
81065,Masque of the Black Rose Ezreal,Ezreal,5,"Greetings, Jarro Lightfeather. We cordially invite you to the Silken Danse. Word of your heroism has reached the halls of Noxian nobility, and we are keen to meet you. We operate in the same manner, working beyond regional lines. You've much to learn about us, and we've much to learn about you, Lightfeather… Or, shall we be forthright, Ezreal? :Lady Elise",1350 RP,False,2025-01-09
9000,default,Fiddlesticks,7,"Something has awoken in Runeterra. Something ancient. Something terrible. The ageless horror known as Fiddlesticks stalks the edges of mortal society, drawn to areas thick with paranoia where it feeds upon terrorized victims. Wielding a jagged scythe, the haggard, makeshift creature reaps fear itself, shattering the minds of those unlucky enough to survive in its wake. Beware the sounding of the crow, or the whispering of the shape that appears almost human… Fiddlesticks has returned.",585 RP,False,2009-02-21
9001,Spectral Fiddlesticks,Fiddlesticks,7,"A gruesome spectre, rumored to stand eternally watchful over a peculiar book of fables. Brave knights and cruel sorceresses alike have tried in vain to reach the tome, but none have ever returned. Perhaps that lost queendom of old isn't so fictional after all…",520 RP,False,2010-03-16
9002,Union Jack Fiddlesticks,Fiddlesticks,7,No lore,520 RP,False,2010-02-12
9003,Bandito Fiddlesticks,Fiddlesticks,7,"If the day ever comes, riding those dusty trails, when a thin man in a wide hat appears far in the distance… run. Ride hard and fast and never look back, lest the horror known as Fiddlesticks drag you to from your saddle, and into darkness.",520 RP,True,2010-08-10
9004,Pumpkinhead Fiddlesticks,Fiddlesticks,7,"Carriage drivers are cautioned to stick to well-traveled highways, especially during the witching season. Strange things can happen on those old, moonlit roads, where no birds sing, and something enormous moves within the fog.",520 RP,False,2010-10-19
9005,Fiddle Me Timbers,Fiddlesticks,7,No lore,750 RP,False,2010-04-26
9006,Surprise Party Fiddlesticks,Fiddlesticks,4,"Everyone told you hiring a clown would be a good idea. “Clowns are great for parties,” they said. But now everyone's missing, and the power is out, and something's laughing just down the hall...",975 RP,True,2011-10-27
9007,Dark Candy Fiddlesticks,Fiddlesticks,7,"As lights go out across the Winterlands in preparation for Snowdown season, something ancient and terrible rises from the darkest corners of the Poro King's lands. Devoid of thought or purpose, it hunts for holiday revelers as if possessed, cutting down anything that crosses its path.",975 RP,False,2012-12-14
9008,Risen Fiddlesticks,Fiddlesticks,5,"Once upon a time in a faraway land, a jealous young emperor invoked profane summoning rites in exchange for power. Yet when the ancient horror Fiddlesticks stepped forth, it did not aid the boy--and in an instant, his empire was utterly destroyed. The fiend was trapped beneath the ruins… until now.",1350 RP,False,2015-04-29
9009,Praetorian Fiddlesticks,Fiddlesticks,5,"The Remembrancers' worst fears have been realized. Emerging from tears in the fabric of spacetime, hordes of faceless, robotic marauders appear across the multiverse, destroying everything in their path. Fiddlesticks is only a single unit in this endless invasion force, assimilating any technology it comes across, and eradicating all life.",1350 RP,True,2018-11-08
9027,Star Nemesis Fiddlesticks,Fiddlesticks,5,"The creature known as Fiddlesticks has fed on Star Guardians across every era, hunting those on the verge of falling before finally consuming their light. Its connection to the Guardians, and the reason it is drawn to them, is not well understood... but the familiar seemingly trapped within it suggests a truly disturbing origin.",1350 RP,True,2022-07-14
9037,Blood Moon Fiddlesticks,Fiddlesticks,5,"A demon of fear and chaos, Fiddlesticks was summoned directly into the mortal realm by Aatrox himself. It craves violence and the taste of blood, driven purely by instinct and compulsion as it tears through Ionia. Other demons follow in its wake, scavenging what remains of its carnage.",1350 RP,True,2024-04-18
9046,Flora Fatalis Fiddlesticks,Fiddlesticks,5,"When this creature first tasted our nectar, we sensed it was unnatural. It had curiosity. Hubris. Ingesting our poison to reap the benefits, while unaware of the consequences. Even now it attempts to resist Us. What a strange host. Does it not understand what we can accomplish? Together, with stick and spore, we would sow unbridled fear.",1350 RP,True,2025-10-08
114000,default,Fiora,7,"The most feared duelist in all Valoran, Fiora is as renowned for her brusque manner and cunning mind as she is for the speed of her bluesteel rapier. Born to House Laurent in the kingdom of Demacia, Fiora took control of the family from her father in the wake of a scandal that nearly destroyed them. House Laurent's reputation was sundered, but Fiora bends her every effort to restore her family's honor and return them to their rightful place among the great and good of Demacia.",880 RP,False,2012-02-29
114001,Royal Guard Fiora,Fiora,7,"If one dares to gaze upon the crown, they'll immediately catch the careful eye of Fiora, the captain of the Royal Guard. Cunning, keen, and shrewd, she's written her own legend at the tip of her rapier, a legend so large that it's said, as a child, she could slice a falling leaf perfectly in half. Whether or not it's true... Fiora has never told.",520 RP,False,2012-02-29
114002,Nightraven Fiora,Fiora,7,No lore,750 RP,False,2012-02-29
114003,Headmistress Fiora,Fiora,7,"ATTENTION ALL STUDENTS: Concerning the recent upswing in vandalism and general troublemaking, it has come to my attention these behaviors may be intended to draw the personal attention of our headmistress. The dean reminds students that such encounters can be fatal, and encourages them to re-read the Academy code of conduct.",975 RP,True,2012-10-26
114004,PROJECT: Fiora,Fiora,5,"Augmented for speed, Fiora uses her zero-pulse sword to fight alongside Ashe and the other members of G/NETIC. The full-length energy blade allows for flawless attack precision and maximum repel strength, while the spatially controlled atomic tip coating is most suited for single-target combat.",1350 RP,True,2015-09-07
114005,Pool Party Fiora,Fiora,5,"Fiora can stop a pool party dead in its tracks and she knows it. What she truly longs for is a worthy opponent—but alas, some people are just too good at crushing the party scene.",1350 RP,True,2016-07-13
114022,Soaring Sword Fiora,Fiora,5,"A pupil of a famous martial arts school, Fiora pined after her fellow student Yi, but was never able to win his heart. Now she pursues him as he searches for the fabled sword of jade, to protect the artifact from the man she once loved.",1350 RP,False,2017-09-27
114023,Heartpiercer Fiora,Fiora,5,Fiora fancies herself the ultimate rival in all things romantic—a duelist unsurpassed in swordsmanship and love. How ironic that she finally seems to have met her match…,1350 RP,True,2019-02-11
114031,iG Fiora,Fiora,5,No lore,1350 RP,True,2019-04-23
114041,Pulsefire Fiora,Fiora,5,"Fiora joined the Chrono-Enforcers at a young age under the tutelage of her father. When a conflict with a temporal fugitive left him disgraced, her future was thrown into doubt, but Fiora endured. Now, despite having reclaimed her family's reputation, and forged herself into an utter paragon of the Chrono-Enforcers, recent revelations have cast her into doubt once more, but this time about the Remembrancer's true purpose...",1350 RP,False,2020-05-14
114050,Lunar Beast Fiora,Fiora,5,"Fiora keeps mostly to herself, determined to reclaim her family's honor from her father's failure as a member of the last Ox Squad. She thinks the rest of the squad doesn't take their duties seriously enough, and her determination to avoid another disastrous New Year makes her seem standoffish and cold to her teammates.",1350 RP,False,2021-02-04
114051,Prestige Lunar Beast Fiora,Fiora,3,"Long days of community service and long nights of tactical planning have left Fiora not drained but energized. Her steely determination has hardened into foresight and loyalty. Whatever the Lunar Beast throws at them, Ox Squad knows Fiora has their back.",,False,2021-02-04
114060,Bewitching Fiora,Fiora,5,Fiora is tired of Nami crashing the party every year. She's determined that apple bobbing takes a back seat to tests of true skill—like seeing who can eat the most candy.,1350 RP,False,2021-10-07
114069,Faerie Court Fiora,Fiora,5,"As ambassador of the Spring Court, Fiora has a deep love for her people… even if that love often leads her to resolve conflict via impassioned duels rather than words. The last faerie queen was Fiora's mother, and she believes her mother's untimely death was no mistake. She wants answers, and she will administer justice at the tip of her sword.",1350 RP,True,2023-03-23
114080,Dragonmancer Fiora,Fiora,5,"Dignified and exacting, Fiora challenged all who misused their power. But her true test appeared in her own gilded dreams: a duel with herself, her greatest enemy. She defeated this other self, impressing the Defiance Dragon. Both dragon and chosen laughed as she raised her chin while receiving its blessing, cementing her worthiness.",1350 RP,False,2024-01-09
114089,Battle Queen Fiora,Fiora,5,"Nobles in the cutthroat queendom of Telum conspired against Fiora's rise to power, taking her eye and proclaiming her dead. Yet from flowers and flame she arose, then prevailed, in the Grand Coronation. Queen Fiora now oversees arms manufacturing in her nation's steel gardens, and secures her succession by training and tempering a certain fiery princess.",1350 RP,True,2024-08-28
114098,Victorious Fiora,Fiora,7,"Victorious Fiora was earned by players who accumulated enough split points in Ranked. With ruthless cunning, Fiora has cemented the Laurents as the dominant noble house in the kingdom. No one dares impugn their honor, lest they inevitably find themselves on the receiving end of a rapier as sharp as her mind.",,True,2025-08-13
105000,default,Fizz,7,"Fizz is an amphibious yordle, who dwells among the reefs surrounding Bilgewater. He often retrieves and returns the tithes cast into the sea by superstitious captains, but even the saltiest of sailors know better than to cross him—for many are the tales of those who have underestimated this slippery character. Often mistaken for some manner of capricious ocean spirit, he seems able to command the beasts of the deep, and delights in confounding his allies and enemies alike.",880 RP,True,2011-11-15
105001,Atlantean Fizz,Fizz,7,"“When I was very young, my grandfather told me stories of Atlantis—of their high temples and great undersea army, and their great General Fizz. Grandfather remembered it as it was, you see, and not the silent mausoleum it has become.”",520 RP,False,2011-11-15
105002,Tundra Fizz,Fizz,7,No lore,750 RP,False,2011-11-15
105003,Fisherman Fizz,Fizz,7,No lore,975 RP,False,2012-04-01
105004,Void Fizz,Fizz,5,"There's no disputing that Fizz is a deadly creature of the endless Void. But even in the Void, Fizz is widely considered to be extremely irritating for his love of bringing life into existence just to annoy the Watchers.",1350 RP,False,2014-04-06
105008,Cottontail Fizz,Fizz,7,"Rising from the fluffiest depths to crush all root vegetable cohorts, Fizz commands the greatest threat carrots have ever known—a killer rabbit with the foulest and cruelest of tempers.",975 RP,False,2015-08-09
105009,Super Galaxy Fizz,Fizz,5,"Nobody is quite sure how Fizz graduated the Super Galaxy academy, but one thing's for certain: no other pilot (or space fish) can summon a mecha-gigalodon from seemingly out of nowhere. Not that anyone should in the first place…",1350 RP,False,2016-05-25
105010,Omega Squad Fizz,Fizz,5,"Omega Squad's saboteur, Fizz is skilled in underwater combat. It is unclear what kind of action he saw before joining up, however, as he only ever refers to the sea as “a big bucket of chum.”",1350 RP,True,2017-07-26
105014,Fuzz Fizz,Fizz,5,No lore,1350 RP,False,2019-03-27
105015,Prestige Fuzz Fizz,Fizz,3,"There's something deeply unnerving about a bipedal Cocker Spaniel mix running around society unchecked, stabbing pedestrians with a tennis ball grabber, and summoning other, bigger dogs out of the ground. And yet, here we all are. Together.",,False,2019-03-27
105016,Little Devil Fizz,Fizz,5,No lore,1350 RP,True,2020-10-22
105025,Prestige Fuzz Fizz (2022),Fizz,3,"There's something deeply unnerving about a bipedal Cocker Spaniel mix running around society unchecked, stabbing pedestrians with a tennis ball grabber, and summoning other, bigger dogs out of the ground. And yet, here we all are. Together.",,False,2022-04-01
105026,Astronaut Fizz,Fizz,5,"Fizz defied all expectations when he successfully tamed an invader meep and resisted its corruption through their link. His unique connection promoted him to captain, a status he uses to pull mischievous pranks on his team. But when he's not tormenting his favorite lieutenant, he's unleashing his tricks on corrupted evildoers to keep planet M33P safe.",1350 RP,True,2023-02-24
105035,Rain Shepherd Fizz,Fizz,5,"The fiendish Fizz was so jealous of the magical singing voices frogs possess that he taught himself how to sing and summon the rains. Though earsplitting at first, before long his songs were drawing tears from his listeners. With his magical vocals, Fizz is now keen to rain on everyone's parades.",1350 RP,True,2024-06-26
3000,default,Galio,7,"Outside the gleaming city of Demacia, the stone colossus Galio keeps vigilant watch. Built as a bulwark against enemy mages, he often stands motionless for decades until the presence of powerful magic stirs him to life. Once activated, Galio makes the most of his time, savoring the thrill of a fight and the rare honor of defending his countrymen. But his triumphs are always bittersweet, for the magic he destroys is also his source of reanimation, and each victory leaves him dormant once again.",790 RP,False,2010-08-10
3001,Enchanted Galio,Galio,7,No lore,520 RP,False,2010-08-10
3002,Hextech Galio,Galio,7,"Sensing a shift in the marketability of Hextech items, several of Piltover's largest industrial families pooled resources to create Galio, a massive golem donated to the city and her people. While he is ostensibly a walking advertisement, the protective creature is both curious about the world, and proud of his responsibility.",520 RP,False,2010-08-10
3003,Commando Galio,Galio,7,"Issues with the military industrial complex notwithstanding, why would a government put all its petricite resources into a giant statue that punches things? Or a pair of sunglasses big enough for one to wear?",520 RP,False,2011-01-18
3004,Gatekeeper Galio,Galio,4,"One of the great dukes of Hell, Galio stands before his kingdom's black gates as the judge of all sinners, casting souls into their proper torments. Attempting to invoke him generally ends in tragedy, as he's several hundred feet tall and refuses to shrink in the service of mortals.",1820 RP,False,2012-04-23
3005,Debonair Galio,Galio,7,"Savor that elixir. Highlight that heavenly white tux with a royal purple reserved for kings and queens who just don't deserve it. Because when you're an eighty foot tall petricite gargoyle, you're always the center of attention.",750 RP,False,2015-04-13
3006,Birdio,Galio,7,"A proud and noble salesman of delicious fried chicken, Birdio is the regional manager (and salesman of the year) for one of the world's largest chicken restaurants. Not one to be beaten at literally anything, he and Sivir have a well documented rivalry over who is the better employee.",975 RP,True,2018-03-29
3013,Infernal Galio,Galio,5,"A black-hearted monstrosity leading the hellish Infernal hordes, Galio is titanic even by the standards of his fiery kin. His steps melt the very bedrock beneath him, swallowing entire armies without so much as a second thought.",1350 RP,True,2019-09-05
3019,Dragon Guardian Galio,Galio,5,"A great dragon of old, who protected dragonkind's ancestral nesting grounds from those who might do it harm. Tricked by the mad knight Kayle so she could destroy every clutch of eggs under his charge, he has followed her back to human society, so he might exact his vengeance personally.",1350 RP,True,2021-04-15
3028,Mythmaker Galio,Galio,5,"The Great Beast Galio is a fearsome creature: proud, powerful, and worthy of the myth that bears his name. Yet each year he is bested, as the story goes, so when Irelia comes to him and tells him that their fates are not writ in stone, Galio listens. If helping her means crafting a new future, he will lend her all his beastly strength.",1350 RP,True,2023-01-12
41000,default,Gangplank,7,"As unpredictable as he is brutal, the dethroned reaver king Gangplank is feared far and wide. Once, he ruled the port city of Bilgewater, and while his reign is over, there are those who believe this has only made him more dangerous. Gangplank would see Bilgewater bathed in blood once more before letting someone else take it—and now with pistol, cutlass, and barrels of gunpowder, he is determined to reclaim what he has lost.",790 RP,False,2009-08-18
41001,Spooky Gangplank,Gangplank,7,No lore,520 RP,False,2010-03-16
41002,Minuteman Gangplank,Gangplank,7,No lore,520 RP,False,2010-07-03
41003,Sailor Gangplank,Gangplank,7,"O, Bilgewater has been my home,<br>Since last time I was sailing!<br>But I'll not stay another day,<br>I'd sooner be out whaling.",750 RP,False,2011-01-10
41004,Toy Soldier Gangplank,Gangplank,7,"Gangplank is a model soldier in the toy army, racking up an impressive array of victories against the dolls and stuffed animals. He hopes to one day be named Toy General, leading his troops into glorious battle.",975 RP,False,2011-12-14
41005,Special Forces Gangplank,Gangplank,7,How special are the special forces? Let's put it this way: they're the only unit in the military with unlimited access to oranges.,975 RP,False,2012-09-12
41006,Sultan Gangplank,Gangplank,7,"Gangplank is a ruler from a distant land, and tales of his battle prowess and flowing red beard have reached even the farthest-flung city-states. As all rulers from distant lands, he also sports a snappy hat.",975 RP,False,2013-11-13
41007,Captain Gangplank,Gangplank,7,"Gangplank was a legendary murderer and cutthroat, prior to having his ship blown up while he was still on it. The silhouette of his famed captain's jacket is still burned into the memory of more than one unlucky sailor... with many convinced the man is somehow still alive.",975 RP,False,2015-08-09
41008,Dreadnova Gangplank,Gangplank,5,"Once a high ranking admiral in the Royal Space Military, Gangplank's reign of terror began when he stole and proliferated blueprints for a former colleague's experimental superweapon. Ending a thousand-year civil war in an instant, he defected with a massive armed battalion and formed the interplanetary criminal network known as the Dreadnova Corps.",1350 RP,True,2017-01-12
41014,Pool Party Gangplank,Gangplank,5,"Gangplank is the self-crowned King of the Grill, but his summer bod is the real life of the party. There should be a law against those abs.",1350 RP,True,2018-08-02
41021,FPX Gangplank,Gangplank,5,No lore,1350 RP,True,2020-04-30
41023,Gangplank the Betrayer,Gangplank,5,"Energized by a mysterious amulet containing Viego of Camavor and wielding the Blade of the Ruined King, Gangplank's personality erupted as he raged in search of the long-lost Isolde. Though ultimately freed of the King's influence by a group of heroes, he carries the experience with him... a reminder, perhaps, of true power.",1350 RP,True,2022-05-05
41033,PROJECT: Gangplank,Gangplank,5,"Leader of the Command Line with a merciless reputation, Gangplank's access to dangerous PROJECT tech allows him to rule the city with a cybernetic fist. But when an insubordinate program wreaks havoc on his domain, he resorts to manipulating former Outcasts to protect his legacy and wipe the virus out for good.",1350 RP,True,2024-03-06
86000,default,Garen,7,"A proud and noble warrior, Garen fights as one of the Dauntless Vanguard. He is popular among his fellows, and respected well enough by his enemies—not least as a scion of the prestigious Crownguard family, entrusted with defending Demacia and its ideals. Clad in magic-resistant armor and bearing a mighty broadsword, Garen stands ready to confront mages and sorcerers on the field of battle, in a veritable whirlwind of righteous steel.",260 RP,True,2010-04-27
86001,Sanguine Garen,Garen,7,No lore,520 RP,False,2010-04-27
86002,Desert Trooper Garen,Garen,7,No lore,520 RP,False,2010-04-27
86003,Commando Garen,Garen,7,Most commandos excel at amphibious attacks and military paragliding. This one spins very fast toward things while holding a giant sword. It's basically the same.,520 RP,False,2010-09-08
86004,Dreadknight Garen,Garen,7,"Once a valiant hero, Dreadknight Garen fell to the promise of power great enough to save his land. Now, twisted by the corrupting magic of his Master, he commands the frozen legions in their march upon the living. Only desolation remains in his wake.",975 RP,False,2011-01-18
86005,Rugged Garen,Garen,7,"Also known as “Handsome Garen,” this wandering warrior and extremely original NPC was created by Braum for his Riftquest game. Garen eventually adopted the character as his own, liking the fantasy of himself, but rugged.",750 RP,False,2011-08-15
86006,Steel Legion Garen,Garen,5,"Garen is a steam-powered knight serving at the head of the Steel Legion's vanguard, feared by his enemies and respected by his allies in equal measure. His blade is one of a kind: a thaumaturgical innovation of science and magic, overflowing with sparking plasma.",1350 RP,False,2013-02-01
86010,Rogue Admiral Garen,Garen,7,"A faded bounty poster from the Demacian naval authorities notes that Admiral Garen is a deadly adversary, and should be engaged with caution, lest he cut off your head and send it back to the capital. Each year, the Demacian naval authorities receive a disconcerting number of human heads.",750 RP,False,2015-07-22
86011,Warring Kingdoms Garen,Garen,5,"Brave guardian of Azir's ancient fortress, Garen is a mighty warrior who charges fearlessly into even the most hopeless battles. He fights for the glory of his ruler and the safety of his people, a powerful, if headstrong, force for justice.",1350 RP,True,2017-01-19
86013,God-King Garen,Garen,4,"God-King Garen stands as the last scion of an ancient divinity, and the final bulwark against the end of all civilization. He rules the vast kingdom of Demacia with an iron fist, jealously protecting his people as a self-styled messiah, while rooting out and destroying all who would oppose him.",1820 RP,False,2018-06-27
86014,Demacia Vice Garen,Garen,5,"As chrome eagles cry and steel panthers growl, lightning hot justice is delivered nightly by Detective Garen Stryker on the neon-drenched streets. A black belt in Ionian martial arts, this katana wielding cop pushes it to the limit with every case... for Demacia!",1350 RP,True,2019-07-18
86022,Mecha Kingdoms Garen,Garen,5,"Once a ruthless warlord, Garen led his armies to victory after victory, laying the foundations for the Vercentia Kingdom. When the leviathans appeared out of nowhere, he opted to put aside his dream of uniting all the Great Kingdoms under his rule, and instead to march his newly-fashioned Avalon alongside his former enemies for the sake of humanity.",1350 RP,False,2020-01-15
86023,Prestige Mecha Kingdoms Garen,Garen,3,"Having been elected the leader of the United Great Kingdoms, Garen will stop at nothing until the safety of his people is ensured. Armed with an Avalon upgraded to the teeth, he stands at the forefront of the mightiest warriors from across the land, determined to lead them into battle until the leviathans are no more.",,False,2020-01-15
86024,Battle Academia Garen,Garen,5,"'Brother' to Lux, Garen is the only biological child of his family, but was neglected from an early age as his parents spent all their time developing the god-weapon fragment that would one day become their daughter. As he vented his anger in increasingly delinquent ways, Labrys sought him out for enrollment, where he eventually joined the Battle Club.",1350 RP,True,2021-03-18
86033,Mythmaker Garen,Garen,5,"As the town's leader in “The Great Beast Galio”, Garen's chief concern is the safety of his people in the face of a fierce enemy. When the story is thrown off, however, Irelia convinces him to help by showing Garen that Galio can be reasoned with, perhaps even stopped entirely if they make a friend out of a foe.",1350 RP,True,2023-01-12
86044,Fallen God-King Garen,Garen,3,"God-King Garen stands as the last scion of an ancient divinity, and the final bulwark against the end of all civilization. He rules the vast kingdom of Demacia with an iron fist, jealously protecting his people as a self-styled messiah, while rooting out and destroying all who would oppose him.",,False,2024-08-28
86046,Visions of the Fallen Garen,Garen,5,"How quickly he rode out, this gleaming captain of empty promises, to face the doom of his people. And “Justice!” he screamed, as his stolen flesh betrayed the very notion of the word, laying his warriors all to waste.",1350 RP,False,2025-08-27
150000,default,Gnar,7,"Gnar is an excitable yordle whose playful antics can erupt into a toddler’s outrage in an instant, transforming him into a massive beast bent on destruction. Frozen in True Ice for millennia, the curious creature broke free and now hops about a changed world he sees as exotic and wondrous. Delighted by danger, Gnar flings whatever he can at his enemies, be it his bonetooth boomerang… or an uprooted tree.",880 RP,False,2014-08-13
150001,Dino Gnar,Gnar,7,No lore,975 RP,True,2014-08-13
150002,Gentleman Gnar,Gnar,7,"Some believe Gnar's wealth came from his groundbreaking research into economics and linguistics. Others question whether his investors favor him purely for his undeniable charm. Either way, he now finds himself receiving award after award—the latest being a sculpture of him in ice, rumored to never melt.",975 RP,False,2015-07-14
150003,Snow Day Gnar,Gnar,7,"Gnar can't resist the call of a tussle in fresh powder, but woe to those who forget what they're dealing with. Mega Gnar lurks just beneath the surface, ready to take the snowball fight to the next level... and rip someone in half.",975 RP,False,2015-12-10
150004,El Leon Gnar,Gnar,7,"He's big. He's small. He's throwing pieces of the ring around like it's made of pixie dust and unicorn whispers. He's El Leon, the eighth wonder of the world, and he's here to say to his opponents: “Gnar!”",750 RP,False,2016-06-01
150013,Super Galaxy Gnar,Gnar,5,"Look, Gnar is still figuring out the pistol, okay? Just don't ask him too many questions, or you might have an unexpected Mecha-Gnar on your hands, walloping your face into deep space.",1350 RP,False,2017-10-16
150014,SSG Gnar,Gnar,5,No lore,1350 RP,True,2018-07-20
150015,Astronaut Gnar,Gnar,5,"Gnar knew he should be focusing on the mission at hand, but the strange little creatures he encountered on the planet's surface captivated his attention (and kept his wrath at bay… for now).",1350 RP,True,2020-05-28
150022,Elderwood Gnar,Gnar,5,"Stories have long been told of a monster that stalks the wood, rending massive oak trees asunder bare-handed—but few realize this titan is also the small, curious creature that collects baubles and bones and chitters through the treetops. The wise leave both to their devices. The foolish? Well, it depends which Gnar they meet.",1350 RP,True,2022-01-06
150031,La Ilusion Gnar,Gnar,5,"Abandoned to the streets, Gnar spent years scraping by, snarling at his misfortune, until he was found by a gentle orphaned girl. What started as simple gifts of food blossomed into a loving friendship, only for Gnar to suddenly fall ill and pass. Because of their familial love, Gnar now returns as an Eidola Vida, ready to protect his family from danger.",1350 RP,True,2023-09-27
150041,T1 Gnar,Gnar,5,No lore,1350 RP,True,2025-09-10
104000,default,Graves,7,"Malcolm Graves is a renowned mercenary, gambler, and thief—a wanted man in every city and empire he has visited. Even though he has an explosive temper, he possesses a strict sense of criminal honor, often enforced at the business end of his double-barreled shotgun Destiny. In recent years, he has reconciled a troubled partnership with Twisted Fate, and together they have prospered once more in the turmoil of Bilgewater’s criminal underbelly.",880 RP,False,2011-10-19
104001,Hired Gun Graves,Graves,7,No lore,520 RP,False,2011-10-19
104002,Jailbreak Graves,Graves,7,No lore,975 RP,False,2011-10-19
104003,Crime City Graves,Graves,7,"Cool, calm, and collected, Malcolm Graves is head of the notorious Graves crime family—and the only non-rat that Twitch will trust. Recent moves in the criminal underworld have put his alliance with the rat-men on shaky ground, and he's keen to find out why.",975 RP,False,2012-04-02
104004,Riot Graves,Graves,7,No lore,975 RP,False,2012-08-16
104005,Pool Party Graves,Graves,5,No lore,1350 RP,True,2013-09-09
104006,Cutthroat Graves,Graves,7,"Do you want to do extreme damage to someone (or something) in a loud, noticeable fashion? Look no further than Graves and his slippery pal Tobias, two men who will blow up anything (must be destructible) or anyone (must be destructible) for the right price (no ghouls please). Inquire within!",750 RP,False,2015-07-21
104007,Snow Day Graves,Graves,5,"Outfitted with his mighty snowblowing gun and a can-do attitude, Graves enters every snowball fight with the same entrepreneurial spirit that got him out of prison. Which is to say, blowing a lot of things up with little to no regard for his own safety.",1350 RP,True,2016-12-14
104014,Victorious Graves,Graves,7,"Victorious Graves was awarded to players who reached Gold or higher in the 2017 season. The most wanted outlaw in Bilgewater boasts of his years of skillful heists, by wearing the finest regalia money can buy.",,True,2017-11-08
104018,Praetorian Graves,Graves,5,"Unleashed upon the multiverse by imperfect Pulsefire technology, Graves is but one of a numberless horde of Praetorian marauders now plaguing spacetime. Its programming is unlike anything from any known past, present, or future—each of its thoughts is so complex, it would take ten lifetimes for a human to comprehend.",1350 RP,True,2018-11-08
104025,Battle Professor Graves,Graves,5,"Graves is a salty ex-soldier who served in the Durandal military before he reluctantly became a professor. Following his discovery of something deep behind enemy lines, he received an offer to teach at the Academy from the God-Weapon itself. His hallmark cigar-munching, dispassionate teaching etiquette is a small price to pay for his decades of experience.",1350 RP,True,2019-05-15
104035,Sentinel Graves,Graves,4,"Graves could give a damn about saving the world, but the Ruined King is getting in the way of his criminal undertakings, and that he cannot abide. When the Sentinels come calling, Graves reckons he can play the hero for once—long enough to make sure there's a world left to rob, anyway.",1820 RP,True,2021-07-22
104042,EDG Graves,Graves,5,No lore,1350 RP,True,2022-05-12
104045,Porcelain Graves,Graves,5,"Not long after gunpowder was invented, the Zodiac searched for a new protector of the Dragon Relic. Though ancient and wise, the gods struggled to find someone worthy, so they settled for Malcolm Graves. Eventually his expertise in firepower was pointed in the right direction (away from all the breakable vases).",1350 RP,False,2024-02-22
887000,default,Gwen,7,"A former doll transformed and brought to life by magic, Gwen wields the very tools that once created her. She carries the weight of her maker's love with every step, taking nothing for granted. At her command is the Hallowed Mist, an ancient and protective magic that has blessed Gwen's scissors, needles, and sewing thread. So much is new to her, but Gwen remains joyfully determined to fight for the good that survives in a broken world.",975 RP,False,2021-04-15
887001,Space Groove Gwen,Gwen,5,"It was pretty far out when Gwen applied to be Lux and Samira's quartermaster—after all, no one else did. Cheerfully sewing good vibes into great clothes, she amplifies disco energy through her nifty threads. Though she's new to this whole galactic hero gig, one thing's for sure: no way Gwen lets her friends liberate the galaxy in less-than-stellar outfits.",1350 RP,True,2021-04-15
887011,Cafe Cuties Gwen,Gwen,5,"Gwen is the friendly face of customer service for the cafe, always there to welcome patrons with a smile and an immaculately-plated pastry. Don't be fooled, though—she isn't afraid to use her candy-cutting shears for other things when rogue customers threaten her friends.",1350 RP,True,2021-12-02
887020,Soul Fighter Gwen,Gwen,5,"She went to the ends of the world... and beyond... to save her friend! And according to the bracket that I'm looking at with my very eyes, she's going to have to fight him to win this tournament! OOF! I swear, this isn't scripted folks. It's LIVE TV! A girl with friendship in her heart and magical scissors that raise the dead in her hands: Gwen!",1350 RP,True,2023-08-03
887030,Battle Queen Gwen,Gwen,5,"Gwen of Caligo—a faraway, ancient queendom long thought lost to time—cut through the nation's protective clouds to reconnect with the rest of Elysia. Her predecessor, Queen Isolde, trusts Gwen's pure heart and sharp mind to affirm Caligo's strength and ally with fellow rulers—for dark times lie ahead, and only a steadfast pact may prevent the worst.",1350 RP,True,2024-08-28
